Number,Short Description,Process,System,Assignment Group,Assigned To,State,Priority,Urgency,Impact,Day,Created,Actual Start,Actual End,Closed
ERR-2025-01169,Payment dispatched to sanctioned entity - compliance breach,International Transfer,Stargate,Avengers,Thor,Closed,Medium,Medium,Low,Tuesday,2025-03-11T10:24:46.000000,2025-03-11T11:52:46.000000,2025-03-12T07:53:39.569571,2025-03-12T08:41:39.569571
ERR-2025-01170,Wrong account debited - fee charged to incorrect cost centre,International Transfer,Stargate,Avengers,Iron Man,In Progress,Critical,Medium,High,Wednesday,2025-03-26T23:34:00.000000,2025-03-27T00:25:00.000000,,
ERR-2025-01171,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,Avengers,Thor,Closed,Critical,High,High,Monday,2025-03-17T05:56:34.000000,2025-03-17T06:50:34.000000,2025-03-17T09:31:03.424169,2025-03-17T10:21:03.424169
ERR-2025-01172,Duplicate international wire submitted - double payment issued,International Transfer,Stargate,Avengers,Doctor Strange,Closed,Critical,High,High,Monday,2025-03-10T10:13:35.000000,2025-03-10T11:35:35.000000,2025-03-10T13:41:49.434757,2025-03-10T14:38:49.434757
ERR-2025-01173,Operator amended wrong field in Process X - further error introduced,Proces X,SOLEMOS,Avengers,Iron Man,In Progress,High,High,High,Sunday,2025-03-02T17:13:35.000000,2025-03-02T17:33:35.000000,,
ERR-2025-01174,Duplicate SEPA batch uploaded - double payments issued to beneficiaries,SEPA Payment,STP CAT,Avengers,Thor,Closed,Critical,High,High,Thursday,2025-03-27T11:41:34.000000,2025-03-27T12:33:34.000000,2025-03-27T14:52:43.467234,2025-03-27T16:19:43.467234
ERR-2025-01175,Fallback rate not updated after primary feed outage,Money Rates,SOLEMOS,Avengers,Hulk,In Progress,High,High,High,Thursday,2025-03-06T08:56:13.000000,2025-03-06T09:48:13.000000,,
ERR-2025-01176,SEPA file submitted with incorrect execution date,SEPA Payment,Stargate,Avengers,Hulk,Closed,Critical,High,High,Tuesday,2025-03-18T17:26:00.000000,2025-03-18T17:39:00.000000,2025-03-18T20:29:12.269013,2025-03-18T20:56:12.269013
ERR-2025-01177,Payment submitted without required compliance pre-approval,International Transfer,Stargate,Avengers,Thor,Closed,Critical,High,High,Tuesday,2025-03-18T15:37:43.000000,2025-03-18T15:47:43.000000,2025-03-18T16:50:19.279269,2025-03-18T17:54:19.279269
ERR-2025-01178,Incorrect amount entered - overpayment of 10x original value,International Transfer,Stargate,Avengers,Thor,Closed,High,High,Medium,Wednesday,2025-03-12T10:20:26.000000,2025-03-12T11:34:26.000000,2025-03-12T16:57:24.208610,2025-03-12T17:18:24.208610
ERR-2025-01179,SEPA payment amount keyed incorrectly - underpayment to supplier,SEPA Payment,Stargate,Avengers,Hulk,Closed,High,High,Medium,Wednesday,2025-03-12T08:50:38.000000,2025-03-12T10:00:38.000000,2025-03-12T15:48:01.062565,2025-03-12T17:13:01.062565
ERR-2025-01180,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Thor,Closed,Critical,High,High,Wednesday,2025-03-05T17:06:53.000000,2025-03-05T18:06:53.000000,2025-03-05T18:40:43.059019,2025-03-05T18:59:43.059019
ERR-2025-01181,Incorrect amount entered - overpayment of 10x original value,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,High,High,Monday,2025-03-24T14:31:13.000000,2025-03-24T15:26:13.000000,2025-03-24T18:58:46.562348,2025-03-24T19:19:46.562348
ERR-2025-01182,Rate tolerance breach not escalated to treasury desk,Money Rates,SOLEMOS,Avengers,Doctor Strange,Closed,High,Medium,Low,Saturday,2025-03-08T11:29:29.000000,2025-03-08T12:45:29.000000,2025-03-08T16:44:22.708000,2025-03-08T17:49:22.708000
ERR-2025-01183,Stale rate used after feed failure - not escalated in time,Money Rates,SOLEMOS,Avengers,Doctor Strange,Closed,Low,Low,Low,Thursday,2025-03-20T10:58:31.000000,2025-03-20T11:59:31.000000,2025-03-21T18:28:26.142921,2025-03-21T19:51:26.142921
ERR-2025-01184,SEPA payment amount keyed incorrectly - underpayment to supplier,SEPA Payment,Stargate,Avengers,Thor,Closed,High,High,High,Monday,2025-03-10T14:09:42.000000,2025-03-10T15:33:42.000000,2025-03-10T19:18:59.752106,2025-03-10T20:03:59.752106
ERR-2025-01185,SEPA payment amount keyed incorrectly - underpayment to supplier,SEPA Payment,STP CAT,Avengers,Iron Man,Closed,Critical,High,High,Saturday,2025-03-15T17:16:11.000000,2025-03-15T18:15:11.000000,2025-03-15T19:21:50.271959,2025-03-15T20:32:50.271959
ERR-2025-01186,Duplicate SEPA batch uploaded - double payments issued to beneficiaries,SEPA Payment,STP CAT,Avengers,Iron Man,Closed,High,High,Low,Monday,2025-03-17T06:36:32.000000,2025-03-17T07:25:32.000000,2025-03-17T12:20:18.508889,2025-03-17T13:49:18.508889
ERR-2025-01187,Duplicate SEPA batch uploaded - double payments issued to beneficiaries,SEPA Payment,Stargate,Avengers,Doctor Strange,Closed,High,Medium,High,Monday,2025-03-17T23:09:31.000000,2025-03-17T23:43:31.000000,2025-03-18T02:27:27.173803,2025-03-18T03:03:27.173803
ERR-2025-01188,Incorrect amount entered - overpayment of 10x original value,International Transfer,Stargate,Avengers,Hulk,Closed,Medium,Low,Medium,Wednesday,2025-03-19T21:36:29.000000,2025-03-19T22:06:29.000000,2025-03-20T09:38:22.207077,2025-03-20T10:27:22.207077
ERR-2025-01189,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,High,High,Wednesday,2025-03-19T11:44:55.000000,2025-03-19T12:46:55.000000,2025-03-19T15:15:04.019615,2025-03-19T16:32:04.019615
ERR-2025-01190,Wrong creditor name in SEPA file causing beneficiary mismatch,SEPA Payment,Stargate,Avengers,Iron Man,Closed,Medium,Medium,Medium,Thursday,2025-03-20T03:44:52.000000,2025-03-20T04:08:52.000000,2025-03-20T13:56:45.167756,2025-03-20T14:30:45.167756
ERR-2025-01191,Wrong remittance information causing invoice matching failure,SEPA Payment,Stargate,Avengers,Iron Man,Closed,Medium,Medium,Medium,Thursday,2025-03-06T19:02:01.000000,2025-03-06T19:44:01.000000,2025-03-07T17:37:48.786921,2025-03-07T18:26:48.786921
ERR-2025-01192,Wrong debtor account used in SEPA Direct Debit collection,SEPA Payment,STP CAT,Avengers,Iron Man,Closed,High,High,High,Monday,2025-03-31T16:09:20.000000,2025-03-31T16:37:20.000000,2025-03-31T20:55:22.890817,2025-03-31T21:35:22.890817
ERR-2025-01193,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Iron Man,Closed,Critical,High,High,Thursday,2025-03-20T16:29:42.000000,2025-03-20T17:34:42.000000,2025-03-20T20:12:48.021844,2025-03-20T21:29:48.021844
ERR-2025-01194,Stale rate used after feed failure - not escalated in time,Money Rates,SOLEMOS,Avengers,Thor,Closed,Critical,High,High,Thursday,2025-03-27T08:44:31.000000,2025-03-27T10:09:31.000000,2025-03-27T11:08:35.710791,2025-03-27T11:49:35.710791
ERR-2025-01195,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Iron Man,New,Critical,High,High,Monday,2025-03-03T22:18:57.000000,,,
ERR-2025-01196,FX rate applied before market open - incorrect indicative rate used,Money Rates,SOLEMOS,Avengers,Thor,New,Critical,High,High,Tuesday,2025-03-04T02:50:42.000000,,,
ERR-2025-01197,Rate effective date set incorrectly - wrong rate applied to batch,Money Rates,SOLEMOS,Avengers,Thor,New,Critical,High,High,Tuesday,2025-03-11T09:13:30.000000,,,
ERR-2025-01198,Process X SLA breached - payment delayed beyond agreed window,Proces X,SOLEMOS,Avengers,Thor,Closed,Critical,High,High,Friday,2025-03-14T06:59:07.000000,2025-03-14T08:26:07.000000,2025-03-14T10:09:17.780347,2025-03-14T10:41:17.780347
ERR-2025-01199,Payment dispatched to sanctioned entity - compliance breach,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,High,High,Wednesday,2025-03-26T22:59:14.000000,2025-03-27T00:17:14.000000,2025-03-27T03:36:52.859687,2025-03-27T04:55:52.859687
ERR-2025-01200,Mandate reference missing from SEPA Direct Debit submission,SEPA Payment,Stargate,Avengers,Iron Man,Closed,Critical,High,High,Sunday,2025-03-23T11:36:03.000000,2025-03-23T12:54:03.000000,2025-03-23T14:43:01.157415,2025-03-23T15:29:01.157415
ERR-2025-01201,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Iron Man,In Progress,Medium,Low,Low,Monday,2025-03-03T08:52:46.000000,2025-03-03T09:40:46.000000,,
ERR-2025-01202,Missing payment reference - correspondent bank unable to apply funds,International Transfer,Stargate,Avengers,Thor,Closed,High,Medium,High,Tuesday,2025-03-18T16:46:52.000000,2025-03-18T17:37:52.000000,2025-03-18T20:59:40.686177,2025-03-18T21:34:40.686177
ERR-2025-01203,Wrong sort code entered - domestic payment routed to wrong bank,Domestic Payment,STP CAT,Avengers,Hulk,Closed,Medium,Medium,Medium,Monday,2025-03-10T17:08:55.000000,2025-03-10T17:39:55.000000,2025-03-11T13:37:20.511603,2025-03-11T14:47:20.511603
ERR-2025-01204,Wrong currency pair rate applied - EUR/GBP used instead of EUR/USD,Money Rates,SOLEMOS,Avengers,Doctor Strange,In Progress,High,Medium,High,Friday,2025-03-14T09:22:11.000000,2025-03-14T09:53:11.000000,,
ERR-2025-01205,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Hulk,Closed,Critical,High,Medium,Thursday,2025-03-20T10:37:41.000000,2025-03-20T11:05:41.000000,2025-03-20T12:06:25.066783,2025-03-20T13:02:25.066783
ERR-2025-01206,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Thor,Closed,High,Medium,High,Tuesday,2025-03-04T16:35:39.000000,2025-03-04T17:56:39.000000,2025-03-04T22:34:10.707638,2025-03-04T23:14:10.707638
ERR-2025-01207,Payment submitted without required compliance pre-approval,International Transfer,Stargate,Avengers,Iron Man,Closed,High,High,High,Friday,2025-03-21T00:35:51.000000,2025-03-21T01:33:51.000000,2025-03-21T06:15:12.324663,2025-03-21T07:11:12.324663
ERR-2025-01208,Duplicate international wire submitted - double payment issued,International Transfer,Stargate,Avengers,Doctor Strange,In Progress,High,High,High,Thursday,2025-03-20T10:12:50.000000,2025-03-20T10:44:50.000000,,
ERR-2025-01209,Fallback rate not updated after primary feed outage,Money Rates,SOLEMOS,Avengers,Doctor Strange,Closed,High,Medium,Low,Tuesday,2025-03-25T05:02:49.000000,2025-03-25T05:50:49.000000,2025-03-25T09:03:56.886429,2025-03-25T10:29:56.886429
ERR-2025-01210,Duplicate SEPA batch uploaded - double payments issued to beneficiaries,SEPA Payment,Stargate,Avengers,Doctor Strange,Closed,High,High,High,Wednesday,2025-03-12T12:34:38.000000,2025-03-12T13:09:38.000000,2025-03-12T16:17:03.945757,2025-03-12T16:44:03.945757
ERR-2025-01211,Cross-rate calculation error not caught before payment dispatch,Money Rates,SOLEMOS,Avengers,Iron Man,Closed,Critical,High,High,Thursday,2025-03-27T06:28:21.000000,2025-03-27T06:40:21.000000,2025-03-27T08:39:26.923879,2025-03-27T08:55:26.923879
ERR-2025-01212,SWIFT message sent with incorrect sender reference,International Transfer,Stargate,Avengers,Hulk,Closed,High,High,High,Thursday,2025-03-06T15:29:12.000000,2025-03-06T16:37:12.000000,2025-03-06T19:37:41.432968,2025-03-06T20:23:41.432968
ERR-2025-01213,Mandate reference missing from SEPA Direct Debit submission,SEPA Payment,STP CAT,Avengers,Doctor Strange,Closed,Critical,High,High,Monday,2025-03-31T15:10:35.000000,2025-03-31T16:17:35.000000,2025-03-31T19:02:58.043929,2025-03-31T19:58:58.043929
ERR-2025-01214,Fallback rate not updated after primary feed outage,Money Rates,SOLEMOS,Avengers,Hulk,In Progress,High,High,Medium,Monday,2025-03-24T16:36:01.000000,2025-03-24T17:36:01.000000,,
ERR-2025-01215,Manual rate entry typo caused overcharge to client,Money Rates,SOLEMOS,Avengers,Hulk,In Progress,High,Medium,Medium,Friday,2025-03-21T08:35:53.000000,2025-03-21T09:22:53.000000,,
ERR-2025-01216,Duplicate international wire submitted - double payment issued,International Transfer,Stargate,Avengers,Thor,Closed,Critical,High,High,Monday,2025-03-03T13:28:02.000000,2025-03-03T14:34:02.000000,2025-03-03T15:16:37.525788,2025-03-03T16:39:37.525788
ERR-2025-01217,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,Stargate,Avengers,Thor,Closed,Medium,Medium,Low,Thursday,2025-03-06T02:29:11.000000,2025-03-06T03:25:11.000000,2025-03-06T15:49:20.649769,2025-03-06T17:06:20.649769
ERR-2025-01218,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Thor,Closed,Medium,Medium,Medium,Wednesday,2025-03-05T02:21:35.000000,2025-03-05T03:48:35.000000,2025-03-05T11:38:29.564882,2025-03-05T12:20:29.564882
ERR-2025-01219,Payment in Process X actioned by unauthorised operator,Proces X,SOLEMOS,Avengers,Doctor Strange,Closed,High,Medium,High,Wednesday,2025-03-05T17:18:57.000000,2025-03-05T18:04:57.000000,2025-03-05T22:40:01.957539,2025-03-05T23:17:01.957539
ERR-2025-01220,Incorrect correspondent bank selected for USD settlement,International Transfer,Stargate,Avengers,Doctor Strange,On Hold,High,High,High,Tuesday,2025-03-04T14:16:35.000000,,,
ERR-2025-01221,Wrong FX rate applied to customer transaction - financial loss,Money Rates,SOLEMOS,Avengers,Iron Man,Closed,Critical,High,High,Monday,2025-03-17T12:29:51.000000,2025-03-17T13:09:51.000000,2025-03-17T14:41:00.882929,2025-03-17T15:17:00.882929
ERR-2025-01222,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Hulk,Closed,High,Medium,High,Thursday,2025-03-13T15:19:23.000000,2025-03-13T15:58:23.000000,2025-03-13T21:23:20.902060,2025-03-13T22:33:20.902060
ERR-2025-01223,Incorrect interest rate applied to overnight settlement,Money Rates,SOLEMOS,Avengers,Iron Man,Closed,High,Medium,High,Thursday,2025-03-06T22:33:04.000000,2025-03-06T23:27:04.000000,2025-03-07T02:27:19.460191,2025-03-07T03:20:19.460191
ERR-2025-01224,Cross-rate calculation error not caught before payment dispatch,Money Rates,SOLEMOS,Avengers,Thor,Closed,Critical,High,High,Friday,2025-03-14T17:33:00.000000,2025-03-14T18:01:00.000000,2025-03-14T20:01:46.175190,2025-03-14T20:42:46.175190
ERR-2025-01225,Missing payment reference - correspondent bank unable to apply funds,International Transfer,Stargate,Avengers,Thor,Closed,High,High,High,Friday,2025-03-07T17:26:33.000000,2025-03-07T18:56:33.000000,2025-03-08T00:01:37.276283,2025-03-08T00:27:37.276283
ERR-2025-01226,SWIFT message sent with incorrect sender reference,International Transfer,Stargate,Avengers,Hulk,Closed,High,Medium,High,Monday,2025-03-03T13:48:09.000000,2025-03-03T15:05:09.000000,2025-03-03T18:28:10.211073,2025-03-03T19:33:10.211073
ERR-2025-01227,Wrong remittance information causing invoice matching failure,SEPA Payment,Stargate,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Tuesday,2025-03-18T23:56:59.000000,2025-03-19T00:30:59.000000,2025-03-19T19:16:01.745058,2025-03-19T20:41:01.745058
ERR-2025-01228,Payment dispatched to sanctioned entity - compliance breach,International Transfer,Stargate,Avengers,Hulk,Closed,Critical,High,High,Monday,2025-03-03T10:35:43.000000,2025-03-03T11:57:43.000000,2025-03-03T13:23:45.633278,2025-03-03T14:25:45.633278
ERR-2025-01229,Incorrect rate override entered manually by operator,Money Rates,SOLEMOS,Avengers,Thor,Closed,Medium,Medium,Low,Thursday,2025-03-06T12:16:20.000000,2025-03-06T12:56:20.000000,2025-03-06T19:47:09.086174,2025-03-06T20:26:09.086174
ERR-2025-01230,Wrong remittance information causing invoice matching failure,SEPA Payment,Stargate,Avengers,Thor,Closed,High,High,High,Friday,2025-03-21T14:30:08.000000,2025-03-21T14:46:08.000000,2025-03-21T19:40:46.113454,2025-03-21T21:10:46.113454
ERR-2025-01231,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Hulk,Closed,Critical,High,High,Sunday,2025-03-16T15:42:45.000000,2025-03-16T15:57:45.000000,2025-03-16T18:54:59.508493,2025-03-16T19:46:59.508493
ERR-2025-01232,SWIFT message sent with incorrect sender reference,International Transfer,Stargate,Avengers,Iron Man,Closed,High,High,High,Monday,2025-03-10T12:27:28.000000,2025-03-10T13:36:28.000000,2025-03-10T15:56:32.950409,2025-03-10T17:18:32.950409
ERR-2025-01233,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,Avengers,Thor,Closed,Medium,Medium,Medium,Monday,2025-03-24T11:00:20.000000,2025-03-24T11:59:20.000000,2025-03-25T10:30:03.476231,2025-03-25T11:21:03.476231
ERR-2025-01234,Incorrect end-to-end reference causing reconciliation failure,SEPA Payment,STP CAT,Avengers,Hulk,Closed,High,High,Medium,Monday,2025-03-17T17:19:01.000000,2025-03-17T18:09:01.000000,2025-03-17T21:53:50.302613,2025-03-17T22:54:50.302613
ERR-2025-01235,Wrong account debited - fee charged to incorrect cost centre,International Transfer,Stargate,Avengers,Iron Man,Closed,High,High,Medium,Monday,2025-03-17T17:26:00.000000,2025-03-17T17:46:00.000000,2025-03-17T22:39:51.243772,2025-03-17T23:18:51.243772
ERR-2025-01236,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,Stargate,Avengers,Thor,Closed,High,High,Medium,Friday,2025-03-14T21:10:31.000000,2025-03-14T22:31:31.000000,2025-03-15T03:08:20.396586,2025-03-15T04:31:20.396586
ERR-2025-01237,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Iron Man,Closed,High,High,Medium,Tuesday,2025-03-25T13:23:12.000000,2025-03-25T13:38:12.000000,2025-03-25T18:38:03.850291,2025-03-25T19:43:03.850291
ERR-2025-01238,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,STP CAT,Avengers,Iron Man,Closed,Critical,High,Medium,Thursday,2025-03-06T11:36:19.000000,2025-03-06T12:53:19.000000,2025-03-06T13:56:35.843550,2025-03-06T14:44:35.843550
ERR-2025-01239,Process X item released without required dual authorisation,Proces X,SOLEMOS,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Tuesday,2025-03-04T13:38:58.000000,2025-03-04T14:14:58.000000,2025-03-05T07:29:30.584339,2025-03-05T08:11:30.584339
ERR-2025-01240,Wrong account debited - fee charged to incorrect cost centre,International Transfer,Stargate,Avengers,Doctor Strange,Closed,Critical,High,High,Thursday,2025-03-06T01:28:06.000000,2025-03-06T01:50:06.000000,2025-03-06T03:16:04.262729,2025-03-06T04:22:04.262729
ERR-2025-01241,Incorrect amount entered - overpayment of 10x original value,International Transfer,Stargate,Avengers,Thor,Closed,High,High,Medium,Monday,2025-03-10T03:15:53.000000,2025-03-10T03:35:53.000000,2025-03-10T07:16:41.563045,2025-03-10T07:38:41.563045
ERR-2025-01242,Process X SLA breached - payment delayed beyond agreed window,Proces X,SOLEMOS,Avengers,Hulk,Closed,High,Medium,High,Friday,2025-03-07T02:42:16.000000,2025-03-07T03:11:16.000000,2025-03-07T07:17:51.498907,2025-03-07T08:03:51.498907
ERR-2025-01243,Mandate reference missing from SEPA Direct Debit submission,SEPA Payment,Stargate,Avengers,Iron Man,Closed,Medium,Medium,Medium,Monday,2025-03-10T21:03:12.000000,2025-03-10T21:20:12.000000,2025-03-11T11:36:55.182706,2025-03-11T12:21:55.182706
ERR-2025-01244,Wrong remittance information causing invoice matching failure,SEPA Payment,Stargate,Avengers,Hulk,Closed,Medium,Medium,Medium,Tuesday,2025-03-11T09:07:59.000000,2025-03-11T09:27:59.000000,2025-03-12T02:31:54.454108,2025-03-12T03:21:54.454108
